total_words,words_per_second,approve_location,rep_count,rep_locations,opponent_count,opponent_locations,party_count,party_locations,out_party_count,out_party_locations,trump_count,trump_locations,clip_id,rep,opponent,party,out_party
87,2.9,25.86,3,"[18.62, 19.31, 25.17]",2,"[9.66, 11.72]",0,[],0,[],0,[],00287,nancymace,Annie Andrews,Republican,Democrat
80,2.67,23.25,1,[3.75],2,"[1.125, 4.5]",0,[],0,[],0,[],00288,nancymace,Annie Andrews,Republican,Democrat
79,2.63,27.59,3,"[20.25, 24.05, 25.7]",1,[12.66],0,[],0,[],0,[],00289,nancymace,Annie Andrews,Republican,Democrat
76,2.53,22.63,2,"[0.39, 22.24]",0,[],0,[],0,[],0,[],00290,nancymace,Annie Andrews,Republican,Democrat
76,2.53,28.95,2,"[5.53, 28.16]",0,[],0,[],0,[],0,[],00291,nancymace,Annie Andrews,Republican,Democrat
66,2.2,26.36,4,"[6.82, 12.27, 18.18, 25.45]",0,[],0,[],0,[],0,[],00292,nancymace,Annie Andrews,Republican,Democrat
67,2.23,27.76,5,"[0.9, 4.78, 8.96, 17.91, 26.27]",0,[],0,[],0,[],0,[],00293,nancymace,Annie Andrews,Republican,Democrat
76,2.53,22.37,6,"[3.95, 5.26, 10.53, 13.42, 15.79, 21.84]",0,[],1,[17.37],1,[15.0],0,[],00294,nancymace,Annie Andrews,Republican,Democrat
71,2.37,25.35,2,"[11.27, 25.07]",0,[],0,[],0,[],0,[],00295,nancymace,Annie Andrews,Republican,Democrat
65,2.17,27.69,2,"[18.46, 27.23]",3,"[0.46, 13.85, 16.15]",0,[],1,[0.0],0,[],00296,nancymace,Joe Cunningham,Republican,Democrat
74,2.47,26.76,1,[25.95],4,"[1.22, 8.92, 21.62, 23.24]",0,[],0,[],0,[],00297,nancymace,Joe Cunningham,Republican,Democrat
73,2.43,26.03,1,[24.66],1,[4.11],0,[],0,[],0,[],00298,nancymace,Joe Cunningham,Republican,Democrat
69,2.3,26.52,2,"[21.74, 26.09]",2,"[7.83, 11.3]",0,[],0,[],0,[],00299,nancymace,Joe Cunningham,Republican,Democrat
73,2.43,27.95,3,"[8.22, 9.59, 26.58]",0,[],0,[],0,[],0,[],00300,nancymace,Joe Cunningham,Republican,Democrat
83,2.77,28.92,4,"[1.08, 20.24, 23.37, 28.55]",0,[],0,[],0,[],0,[],00301,nancymace,Joe Cunningham,Republican,Democrat
62,2.067,27.097,3,"[12.903, 19.839, 26.129]",1,[7.742],0,[],0,[],0,[],00302,nancymace,Joe Cunningham,Republican,Democrat
76,2.53,17.37,3,"[3.95, 7.11, 17.37]",0,[],0,[],0,[],0,[],00303,nancymace,Joe Cunningham,Republican,Democrat
53,1.77,28.3,4,"[3.4, 5.7, 24.2, 26.4]",0,[],0,[],0,[],0,[],00305,nancymace,Joe Cunningham,Republican,Democrat
68,2.27,29.12,6,"[0.0, 11.32, 17.65, 23.53, 26.47, 27.35]",0,[],0,[],0,[],3,"[5.29, 14.71, 20.59]",00306,nancymace,Joe Cunningham,Republican,Democrat
53,1.77,,2,"[1.13, 28.3]",0,[],0,[],0,[],1,[5.66],00308,lizziefletcher,Mark Mihalopoulos,Democrat,Republican
69,2.3,20.87,1,[20.0],0,[],1,[5.65],1,[27.39],1,[0.43],00309,lizziefletcher,Mark Mihalopoulos,Democrat,Republican
82,2.73,26.83,1,[26.34],0,[],0,[],0,[],0,[],00310,lizziefletcher,Johnny Teague,Democrat,Republican
88,2.93,25.68,2,"[23.18, 25.0]",0,[],1,[14.77],1,[15.11],0,[],00311,lizziefletcher,Wesley Hunt,Democrat,Republican
77,2.5666666666666664,18.441558441558442,1,[17.532467532467532],0,[],0,[],0,[],0,[],00312,lizziefletcher,Wesley Hunt,Democrat,Republican
73,2.43,19.18,2,"[0.41, 21.92]",0,[],0,[],0,[],0,[],00313,lizziefletcher,Wesley Hunt,Democrat,Republican
69,2.3,4.35,1,[0.87],3,"[9.13, 20.87, 26.09]",0,[],0,[],5,"[7.39, 17.39, 20.0, 26.96, 27.83]",00314,lizziefletcher,Wesley Hunt,Democrat,Republican
85,2.83,23.29,5,"[0.0, 2.12, 11.65, 18.82, 22.94]",0,[],0,[],1,[2.82],0,[],00315,lizziefletcher,Wesley Hunt,Democrat,Republican
73,2.43,21.78,1,[19.18],2,"[4.52, 16.44]",0,[],0,[],1,[6.58],00316,lizziefletcher,Wesley Hunt,Democrat,Republican
67,2.23,19.7,1,[3.58],0,[],0,[],0,[],0,[],00317,lizziefletcher,Wesley Hunt,Democrat,Republican
74,2.47,25.68,1,[11.22],0,[],0,[],0,[],0,[],00318,lizziefletcher,Wesley Hunt,Democrat,Republican
73,2.43,20.27,4,"[2.47, 6.99, 11.51, 29.18]",0,[],0,[],0,[],0,[],00320,beccabalint,Liam Madden,Democrat,Republican
72,2.4,23.33,1,[6.67],0,[],0,[],0,[],0,[],00321,beccabalint,Liam Madden,Democrat,Republican
76,2.53,19.74,0,[],0,[],0,[],0,[],0,[],00322,beccabalint,Liam Madden,Democrat,Republican
72,2.4,22.92,1,[22.08],0,[],0,[],0,[],0,[],00323,beccabalint,Liam Madden,Democrat,Republican
79,2.63,,4,"[12.66, 19.62, 20.38, 24.05]",0,[],0,[],0,[],0,[],00324,beccabalint,Liam Madden,Democrat,Republican
66,2.2,27.27,5,"[1.36, 12.27, 18.18, 24.55, 25.91]",0,[],0,[],0,[],0,[],00325,beccabalint,Liam Madden,Democrat,Republican
71,2.37,19.58,2,"[0.42, 18.31]",1,[14.79],0,[],0,[],0,[],00327,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
72,2.4,15.83,1,[15.42],1,[2.92],0,[],0,[],0,[],00328,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
68,2.27,26.47,3,"[5.29, 13.24, 26.03]",1,[0.0],0,[],1,[17.21],0,[],00329,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
79,2.63,22.78,1,[22.03],0,[],0,[],0,[],0,[],00330,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
84,2.8,27.857142857142858,2,"[21.428571428571427, 27.142857142857142]",1,[15.0],0,[],0,[],0,[],00331,michellevallejo,Monica De La Cruz,Democrat,Republican
75,2.5,26.4,2,"[20.0, 26.0]",2,"[3.6, 12.8]",0,[],1,[18.0],0,[],00332,michellevallejo,Monica De La Cruz,Democrat,Republican
82,2.73,20.24,1,[18.9],0,[],0,[],1,[10.98],0,[],00333,michellevallejo,Monica De La Cruz,Democrat,Republican
77,2.57,21.17,1,[20.78],0,[],0,[],0,[],0,[],00335,michellevallejo,Monica De La Cruz,Democrat,Republican
78,2.6,23.85,2,"[3.46, 23.08]",0,[],0,[],0,[],0,[],00336,michellevallejo,Monica De La Cruz,Democrat,Republican
76,2.53,22.24,1,[7.11],1,[2.37],0,[],0,[],0,[],00338,michellevallejo,Monica De La Cruz,Democrat,Republican
73,2.43,20.55,2,"[0.41, 19.18]",0,[],0,[],0,[],0,[],00339,monicadelacruz,Michelle Vallejo,Republican,Democrat
61,2.033,,4,"[2.95, 11.31, 17.21, 26.07]",0,[],0,[],0,[],0,[],00340,monicadelacruz,Michelle Vallejo,Republican,Democrat
70,2.33,2.57,2,"[0.43, 24.86]",0,[],0,[],0,[],0,[],00341,monicadelacruz,Michelle Vallejo,Republican,Democrat
60,2.0,27.5,4,"[3.0, 8.5, 20.5, 26.0]",0,[],0,[],0,[],0,[],00342,monicadelacruz,Michelle Vallejo,Republican,Democrat
65,2.17,24.0,3,"[8.77, 20.77, 21.69]",0,[],0,[],0,[],0,[],00343,monicadelacruz,Michelle Vallejo,Republican,Democrat
59,1.97,24.58,1,[21.36],0,[],0,[],0,[],0,[],00344,monicadelacruz,Michelle Vallejo,Republican,Democrat
82,2.73,22.93,3,"[7.32, 15.0, 21.95]",2,"[0.73, 5.49]",1,[12.68],1,[13.17],0,[],00345,missycottersmasal,Jen Kiggans,Democrat,Republican
77,2.57,19.48,0,[],0,[],0,[],0,[],0,[],00346,missycottersmasal,Jen Kiggans,Democrat,Republican
77,2.57,18.83,2,"[16.88, 18.44]",0,[],0,[],0,[],0,[],00347,missycottersmasal,Jen Kiggans,Democrat,Republican
81,2.7,20.74,0,[],0,[],0,[],0,[],0,[],00348,missycottersmasal,Jen Kiggans,Democrat,Republican
76,2.53,23.68,2,"[17.76, 29.21]",1,[0.0],0,[],0,[],0,[],00349,missycottersmasal,Jen Kiggans,Democrat,Republican
82,2.73,21.46,0,[],0,[],0,[],0,[],0,[],00350,jenniferkiggans,Missy Cotter Smasal,Republican,Democrat
69,2.3,26.09,0,[],0,[],0,[],0,[],0,[],00351,jenniferkiggans,Missy Cotter Smasal,Republican,Democrat
65,2.17,22.15,0,[],0,[],0,[],0,[],0,[],00352,jenniferkiggans,Missy Cotter Smasal,Republican,Democrat
75,2.5,21.6,2,"[10.8, 20.4]",1,[6.0],0,[],0,[],0,[],00354,jenniferkiggans,Elaine Luria,Republican,Democrat
78,2.6,23.08,2,"[7.69, 22.31]",0,[],0,[],0,[],0,[],00355,jenniferkiggans,Elaine Luria,Republican,Democrat
79,2.63,19.24,1,[18.99],0,[],0,[],0,[],0,[],00356,jenniferkiggans,Elaine Luria,Republican,Democrat
97,3.23,,2,"[7.42, 8.76]",0,[],0,[],0,[],0,[],00357,jenniferkiggans,,Republican,Democrat
76,2.53,22.37,3,"[1.58, 7.89, 21.84]",0,[],1,[3.16],0,[],0,[],00358,mariegluesenkampperez,Joe Kent,Democrat,Republican
86,2.87,24.88,3,"[3.84, 14.88, 23.6]",0,[],0,[],0,[],0,[],00360,kimschrier,Carmen Goers,Democrat,Republican
86,2.87,22.79,1,[21.05],0,[],0,[],0,[],0,[],00364,kimschrier,Carmen Goers,Democrat,Republican
79,2.63,21.52,2,"[20.76, 28.86]",0,[],0,[],0,[],1,[17.72],00367,kimschrier,Matt Larkin,Democrat,Republican
77,2.57,17.53,2,"[17.14, 27.27]",0,[],0,[],0,[],0,[],00368,kimschrier,Carmen Goers,Democrat,Republican
70,2.33,1.71,1,[0.43],4,"[7.29, 10.29, 25.71, 26.57]",0,[],0,[],0,[],00370,kimschrier,Matt Larkin,Democrat,Republican
89,2.97,22.47,1,[21.35],0,[],0,[],0,[],0,[],00371,kimschrier,Matt Larkin,Democrat,Republican
97,3.23,28.25,4,"[6.19, 16.49, 22.68, 27.53]",0,[],0,[],0,[],0,[],00372,kimschrier,Matt Larkin,Democrat,Republican
77,2.57,27.27,2,"[1.56, 19.48]",0,[],0,[],0,[],0,[],00374,kimschrier,Matt Larkin,Democrat,Republican
79,2.63,2.28,0,[],3,"[3.42, 22.28, 25.7]",0,[],0,[],0,[],00375,kimschrier,Matt Larkin,Democrat,Republican
70,2.33,22.71,1,[11.57],0,[],0,[],0,[],0,[],00376,kimschrier,Matt Larkin,Democrat,Republican
75,2.5,24.0,1,[23.2],0,[],0,[],0,[],0,[],00377,kimschrier,Matt Larkin,Democrat,Republican
82,2.73,3.66,4,"[1.1, 15.37, 18.29, 26.83]",0,[],1,[8.54],1,[6.34],1,[23.17],00378,kimschrier,Matt Larkin,Democrat,Republican
79,2.63,22.78,1,[17.72],0,[],0,[],0,[],0,[],00379,kimschrier,Matt Larkin,Democrat,Republican
69,2.3,21.74,1,[20.87],0,[],0,[],0,[],0,[],00380,kimschrier,Matt Larkin,Democrat,Republican
79,2.63,2.28,1,[0.76],0,[],0,[],0,[],0,[],00381,kimschrier,Jesse Jensen,Democrat,Republican
86,2.87,22.44,1,[21.74],0,[],0,[],0,[],0,[],00382,kimschrier,Jesse Jensen,Democrat,Republican
86,2.87,25.58,4,"[0.0, 14.19, 18.95, 24.88]",0,[],0,[],0,[],0,[],00383,marilynstrickland,Don Hewett,Democrat,Republican
60,2.0,28.5,4,"[2.5, 6.0, 22.0, 28.0]",0,[],0,[],0,[],0,[],00384,marilynstrickland,Keith Swank,Democrat,Republican
75,2.5,21.6,2,"[3.6, 21.2]",0,[],0,[],0,[],0,[],00385,marilynstrickland,Joshua Estes,Democrat,Republican
73,2.43,26.03,2,"[4.93, 26.03]",0,[],0,[],0,[],0,[],00386,marilynstrickland,Joshua Estes,Democrat,Republican
77,2.57,22.47,1,[21.56],0,[],0,[],0,[],0,[],00388,marilynstrickland,Joshua Estes,Democrat,Republican
87,2.9,25.17,8,"[1.72, 4.83, 6.9, 10.34, 12.07, 16.55, 20.0, 22.07]",0,[],0,[],0,[],0,[],00389,marilynstrickland,Joshua Estes,Democrat,Republican
85,2.83,20.0,4,"[2.47, 5.65, 18.35, 18.35]",0,[],0,[],0,[],0,[],00390,marilynstrickland,Joshua Estes,Democrat,Republican
78,2.6,24.23,1,[3.46],2,"[12.69, 21.54]",0,[],0,[],0,[],00392,rebeccacooke,Derrick Van Orden,Democrat,Republican
84,2.8,22.86,1,[1.79],1,[16.43],1,[8.93],0,[],0,[],00393,rebeccacooke,Derrick Van Orden,Democrat,Republican
80,2.67,27.0,1,[26.625],1,[19.5],0,[],0,[],0,[],00395,rebeccacooke,Derrick Van Orden,Democrat,Republican
69,2.3,24.35,1,[2.61],1,[13.91],0,[],0,[],0,[],00397,rebeccacooke,Derrick Van Orden,Democrat,Republican
79,2.63,22.78,2,"[4.18, 22.78]",0,[],0,[],0,[],0,[],00400,rebeccacooke,Derrick Van Orden,Democrat,Republican
61,2.03,26.23,5,"[0.98, 3.44, 6.89, 14.75, 26.23]",0,[],0,[],0,[],3,"[2.95, 8.36, 16.72]",00402,carolmiller,Lacy Watson,Republican,Democrat
82,2.73,20.73,6,"[2.93, 4.76, 8.78, 12.44, 14.63, 19.02]",0,[],0,[],0,[],0,[],00406,lisabluntrochester,Hans Reigle,Democrat,Republican
73,2.43,19.18,1,[18.49],0,[],0,[],0,[],0,[],00410,michellesteel,Harley Rouda,Republican,Democrat
54,1.8,22.22,1,[18.89],0,[],0,[],0,[],0,[],00411,michellesteel,Harley Rouda,Republican,Democrat
70,2.33,25.71,1,[24.86],4,"[0.0, 3.43, 10.29, 21.43]",0,[],0,[],0,[],00414,michellesteel,Harley Rouda,Republican,Democrat
72,2.4,20.0,3,"[9.58, 12.92, 18.75]",0,[],0,[],0,[],0,[],00415,michellesteel,Harley Rouda,Republican,Democrat
66,2.2,23.18,3,"[4.55, 7.27, 21.82]",0,[],0,[],0,[],0,[],00416,michellesteel,Harley Rouda,Republican,Democrat
78,2.6,23.46,3,"[12.31, 16.15, 23.08]",0,[],0,[],1,[17.31],0,[],00418,kirstenengel,Juan Ciscomani,Democrat,Republican
72,2.4,19.58,3,"[0.0, 4.17, 10.0]",0,[],0,[],0,[],0,[],00424,kirstenengel,Juan Ciscomani,Democrat,Republican
71,2.37,,1,[4.65],0,[],0,[],0,[],2,"[2.54, 12.68]",00425,marypeltola,Nick Begich,Democrat,Republican
68,2.27,17.65,0,[],0,[],0,[],0,[],0,[],00428,caroleenedobson,Shomari Figures,Republican,Democrat
73,2.43,27.4,0,[],0,[],0,[],0,[],4,"[3.7, 9.9, 16.4, 18.9]",00429,caroleenedobson,Shomari Figures,Republican,Democrat
72,2.4,21.67,2,"[3.33, 20.42]",0,[],0,[],0,[],0,[],00430,caroleenedobson,Shomari Figures,Republican,Democrat
67,2.233,28.66,0,[],0,[],0,[],0,[],3,"[3.73, 7.16, 10.6]",00431,caroleenedobson,Shomari Figures,Republican,Democrat
75,2.5,21.2,0,[],0,[],0,[],0,[],0,[],00432,caroleenedobson,Shomari Figures,Republican,Democrat
71,2.37,28.45,7,"[0.0, 6.34, 11.27, 18.73, 20.42, 23.66, 26.76]",0,[],0,[],0,[],0,[],00433,lisabluntrochester,Hans Reigle,Democrat,Republican
67,2.23,15.52,2,"[14.63, 26.87]",0,[],0,[],0,[],0,[],00434,lisabluntrochester,Hans Reigle,Democrat,Republican
66,2.2,4.09,1,[0.45],3,"[10.45, 14.55, 26.36]",0,[],0,[],0,[],00435,kendrahorn,Steve Russell,Democrat,Republican
82,2.73,18.29,1,[17.32],0,[],0,[],0,[],0,[],00436,kendrahorn,Stephanie Bice,Democrat,Republican
67,2.23,22.69,2,"[0.0, 22.24]",0,[],0,[],0,[],0,[],00437,kendrahorn,Stephanie Bice,Democrat,Republican
79,2.63,27.85,4,"[2.28, 12.66, 17.72, 27.85]",0,[],1,[24.81],1,[22.78],0,[],00438,kendrahorn,Stephanie Bice,Democrat,Republican
92,3.07,26.52,3,"[5.22, 22.61, 25.65]",0,[],0,[],2,"[1.96, 19.57]",0,[],00439,kendrahorn,Stephanie Bice,Democrat,Republican
76,2.53,26.84,1,[25.79],0,[],0,[],0,[],0,[],00440,kendrahorn,Stephanie Bice,Democrat,Republican
78,2.6,21.92,1,[21.54],0,[],0,[],0,[],0,[],00441,kendrahorn,Stephanie Bice,Democrat,Republican
78,2.6,28.85,4,"[6.92, 11.54, 16.15, 28.08]",0,[],0,[],0,[],0,[],00442,kendrahorn,Stephanie Bice,Democrat,Republican
73,2.43,22.19,3,"[19.73, 22.05, 24.66]",0,[],0,[],0,[],0,[],00443,kendrahorn,Stephanie Bice,Democrat,Republican
76,2.533,21.84,2,"[11.84, 21.05]",0,[],0,[],0,[],0,[],00444,kendrahorn,Stephanie Bice,Democrat,Republican
79,2.63,19.62,1,[19.24],0,[],0,[],0,[],0,[],00445,kendrahorn,Stephanie Bice,Democrat,Republican
76,2.53,22.11,2,"[21.32, 27.37]",2,"[1.97, 8.95]",0,[],0,[],0,[],00446,kendrahorn,Stephanie Bice,Democrat,Republican
78,2.6,23.46,1,[22.31],1,[10.38],0,[],0,[],0,[],00447,kendrahorn,Stephanie Bice,Democrat,Republican
81,2.7,21.48,4,"[0.74, 4.81, 17.04, 21.11]",0,[],1,[3.7],0,[],0,[],00448,kendrahorn,Stephanie Bice,Democrat,Republican
89,2.97,25.34,1,[25.34],0,[],0,[],0,[],0,[],00449,kendrahorn,Stephanie Bice,Democrat,Republican
85,2.83,26.82,2,"[20.0, 26.47]",1,[18.82],0,[],0,[],0,[],00450,kendrahorn,Stephanie Bice,Democrat,Republican
76,2.53,22.37,2,"[1.58, 21.84]",0,[],0,[],1,[8.68],0,[],00451,kendrahorn,Stephanie Bice,Democrat,Republican
73,2.43,,2,"[6.58, 13.7]",0,[],0,[],0,[],0,[],00453,marypeltola,Nick Begich,Democrat,Republican
73,2.433,,1,[19.18],0,[],0,[],0,[],0,[],00454,marypeltola,Nick Begich,Democrat,Republican
78,2.6,,3,"[7.69, 16.15, 21.92]",0,[],0,[],1,[18.46],4,"[2.31, 10.38, 12.31, 14.23]",00457,marypeltola,Nick Begich,Democrat,Republican
58,1.93,,1,[1.03],0,[],0,[],0,[],0,[],00458,marypeltola,Nick Begich,Democrat,Republican
109,3.63,,3,"[3.58, 17.43, 19.27]",0,[],0,[],1,[0.83],0,[],00459,marypeltola,Nick Begich,Democrat,Republican
99,3.3,,2,"[1.21, 13.03]",0,[],0,[],0,[],0,[],00460,marypeltola,Nick Begich,Democrat,Republican
85,2.833,,0,[],0,[],0,[],0,[],1,[2.82],00461,marypeltola,Nick Begich,Democrat,Republican
86,2.87,,2,"[3.84, 22.09]",0,[],0,[],0,[],0,[],00462,marypeltola,Nick Begich,Democrat,Republican
83,2.77,26.75,1,[26.39],0,[],0,[],0,[],0,[],00463,yeslivega,Abigail Spanberger,Republican,Democrat
79,2.63,22.53,1,[21.39],0,[],0,[],1,[13.04],0,[],00464,yeslivega,Abigail Spanberger,Republican,Democrat
73,2.43,17.81,1,[17.4],0,[],0,[],0,[],0,[],00465,jenkiggans,Elaine Luria,Republican,Democrat
73,2.43,17.26,0,[],2,"[2.88, 15.62]",0,[],0,[],0,[],00466,jenkiggans,Elaine Luria,Republican,Democrat
73,2.43,21.78,1,[20.96],0,[],0,[],0,[],0,[],00467,angiecraig,Tyler Kistner,Democrat,Republican
85,2.83,22.59,3,"[0.0, 22.24, 24.0]",2,"[4.24, 10.59]",1,[7.76],1,[3.18],0,[],00468,angiecraig,Tyler Kistner,Democrat,Republican
75,2.5,22.8,1,[22.4],0,[],0,[],0,[],0,[],00469,emiliasykes,Madison Gesiotto Gilbert,Democrat,Republican
69,2.3,24.78,2,"[0.43, 24.35]",0,[],0,[],0,[],0,[],00470,madisongesiottogilbert,Emilia Sykes,Republican,Democrat
70,2.33,25.71,2,"[4.29, 24.86]",0,[],0,[],0,[],0,[],00471,madisongesiottogilbert,Emilia Sykes,Republican,Democrat
89,2.97,26.97,3,"[15.51, 22.02, 26.29]",0,[],0,[],0,[],0,[],00477,sharicedavids,Amanda Adkins,Democrat,Republican
73,2.43,26.71,0,[],0,[],0,[],1,[11.78],0,[],00478,sharicedavids,Amanda Adkins,Democrat,Republican
85,2.83,24.71,4,"[7.41, 11.29, 17.65, 24.0]",0,[],0,[],1,[20.0],0,[],00479,sharicedavids,Amanda Adkins,Democrat,Republican
77,2.567,25.71,4,"[3.51, 13.51, 18.18, 24.29]",1,[11.69],1,[1.17],0,[],0,[],00480,jenniferruthgreen,Frank Mrvan,Republican,Democrat
90,3.0,28.67,3,"[0.0, 18.67, 25.33]",1,[2.67],0,[],0,[],0,[],00481,jenniferruthgreen,Frank Mrvan,Republican,Democrat
73,2.43,26.03,3,"[10.96, 14.25, 25.48]",2,"[0.0, 9.86]",1,[16.44],1,[16.85],0,[],00482,jenniferruthgreen,Frank Mrvan,Republican,Democrat
78,2.6,23.08,1,[22.31],3,"[0.0, 10.38, 20.77]",0,[],0,[],0,[],00483,cindyaxne,Zach Nunn,Democrat,Republican
72,2.4,27.08,1,[0.42],2,"[19.58, 23.33]",0,[],0,[],0,[],00484,cindyaxne,Zach Nunn,Democrat,Republican
63,2.1,,0,[],1,[8.57],0,[],0,[],0,[],00485,cindyaxne,Zach Nunn,Democrat,Republican
69,2.3,23.48,0,[],1,[10.87],0,[],1,[11.3],0,[],00486,barbarakirkmeyer,Yadira Caraveo,Republican,Democrat
56,1.87,25.71,1,[25.18],1,[8.04],0,[],0,[],0,[],00488,christysmith,Mike Garcia,Democrat,Republican
68,2.27,24.71,1,[23.82],1,[8.82],0,[],0,[],0,[],00489,christysmith,Mike Garcia,Democrat,Republican
71,2.37,26.76,1,[25.63],0,[],0,[],1,[4.51],0,[],00490,susanwild,Lisa Scheller,Democrat,Republican
73,2.43,19.18,3,"[1.64, 19.18, 27.4]",0,[],0,[],0,[],0,[],00492,yvetteherrell,Gabe Vasquez,Republican,Democrat
78,2.6,28.46,3,"[20.0, 23.46, 26.54]",0,[],0,[],0,[],0,[],00493,karolineleavitt,Chris Pappas,Republican,Democrat
93,3.1,26.77,2,"[0.0, 25.8]",0,[],0,[],0,[],0,[],00496,marypeltola,Sarah Palin,Democrat,Republican
81,2.7,24.44,2,"[17.04, 24.07]",0,[],0,[],0,[],0,[],00497,marypeltola,Sarah Palin,Democrat,Republican
78,2.6,,1,[4.23],0,[],0,[],0,[],0,[],00498,marypeltola,Sarah Palin,Democrat,Republican
70,2.33,18.86,3,"[0.43, 6.43, 18.43]",0,[],0,[],0,[],0,[],00500,yeslivega,Abigail Spanberger,Republican,Democrat
74,2.47,,0,[],3,"[2.43, 20.81, 23.51]",0,[],0,[],0,[],00502,cassygarcia,Henry Cuellar,Republican,Democrat
67,2.23,,0,[],4,"[1.79, 13.43, 23.88, 26.87]",0,[],0,[],0,[],00503,cassygarcia,Henry Cuellar,Republican,Democrat
79,2.63,,2,"[15.19, 22.78]",0,[],0,[],0,[],0,[],00504,cassygarcia,Henry Cuellar,Republican,Democrat
71,2.37,19.15,4,"[11.27, 14.08, 16.9, 18.73]",1,[14.51],0,[],1,[0.42],0,[],00505,cassygarcia,Henry Cuellar,Republican,Democrat
65,2.17,25.38,5,"[0.0, 3.69, 18.46, 21.69, 24.92]",1,[9.23],0,[],0,[],0,[],00506,cassygarcia,Henry Cuellar,Republican,Democrat
74,2.47,26.62,3,"[0.0, 11.35, 25.81]",0,[],0,[],0,[],0,[],00507,cassygarcia,Henry Cuellar,Republican,Democrat
85,2.83,23.29,1,[22.59],0,[],0,[],0,[],0,[],00508,michellevallejo,Monica De La Cruz,Democrat,Republican
73,2.43,27.4,1,[26.03],0,[],0,[],1,[4.93],0,[],00510,susanwild,Lisa Scheller,Democrat,Republican
78,2.6,28.85,6,"[4.23, 10.77, 15.77, 19.23, 23.08, 28.08]",0,[],0,[],0,[],0,[],00511,lisascheller,Susan Wild,Republican,Democrat
72,2.4,27.5,1,[26.67],3,"[1.25, 7.5, 23.33]",0,[],0,[],0,[],00512,lisascheller,Susan Wild,Republican,Democrat
77,2.57,25.58,3,"[4.67, 16.62, 25.19]",2,"[0.0, 16.23]",0,[],0,[],0,[],00513,lisascheller,Susan Wild,Republican,Democrat
59,1.97,28.81,4,"[11.69, 12.2, 18.64, 27.8]",1,[8.64],0,[],0,[],0,[],00514,lisascheller,Susan Wild,Republican,Democrat
67,2.23,21.79,1,[14.63],2,"[0.0, 4.03]",0,[],0,[],0,[],00515,lisascheller,Susan Wild,Republican,Democrat
72,2.4,26.25,5,"[3.75, 5.42, 17.92, 22.92, 25.42]",0,[],0,[],1,[0.42],0,[],00517,lisascheller,Susan Wild,Republican,Democrat
74,2.47,20.27,3,"[2.43, 17.03, 25.41]",0,[],1,[25.41],0,[],0,[],00518,monicadelacruz,Michelle Vallejo,Republican,Democrat
66,2.2,24.55,1,[13.18],2,"[0.0, 4.09]",0,[],0,[],0,[],00519,lisascheller,Susan Wild,Republican,Democrat
89,2.97,23.03,1,[22.36],0,[],0,[],0,[],0,[],00520,jamiemcleodskinner,Lori Chavez-DeRemer,Democrat,Republican
105,3.5,26.0,1,[25.4],0,[],0,[],0,[],1,[21.7],00521,jamiemcleodskinner,Lori Chavez-DeRemer,Democrat,Republican
90,3.0,27.0,4,"[4.0, 9.0, 18.0, 26.0]",1,[15.33],0,[],0,[],0,[],00524,jamiemcleodskinner,Lori Chavez-DeRemer,Democrat,Republican
88,2.93,22.95,1,[0.68],0,[],0,[],0,[],0,[],00525,jamiemcleodskinner,Lori Chavez-DeRemer,Democrat,Republican
80,2.67,20.625,1,[20.25],1,[0.75],0,[],0,[],0,[],00527,lorichavezderemer,Jamie McLeod-Skinner,Republican,Democrat
89,2.97,26.97,1,[26.29],1,[20.9],0,[],0,[],0,[],00528,susanwild,Lisa Scheller,Democrat,Republican
70,2.33,27.43,1,[0.86],3,"[14.57, 19.71, 25.71]",0,[],0,[],0,[],00529,jamiemcleodskinner,Lori Chavez-DeRemer,Democrat,Republican
79,2.63,27.85,3,"[0.38, 8.86, 27.47]",0,[],1,[10.13],0,[],0,[],00530,lorichavezderemer,Jamie McLeod-Skinner,Republican,Democrat
60,2.0,27.5,0,[],0,[],0,[],0,[],0,[],00531,malformedtitle,,not_found,
44,1.47,,1,[0.68],0,[],0,[],0,[],0,[],00532,elissaslotkin,Tom Barrett,Democrat,Republican
72,2.4,2.5,1,[0.42],3,"[7.5, 14.58, 22.5]",0,[],0,[],0,[],00533,elissaslotkin,Tom Barrett,Democrat,Republican
70,2.33,23.14,1,[4.29],0,[],0,[],0,[],0,[],00534,elissaslotkin,Tom Barrett,Democrat,Republican
66,2.2,1.36,0,[],1,[25.45],0,[],0,[],0,[],00535,elissaslotkin,Tom Barrett,Democrat,Republican
72,2.4,21.25,1,[2.5],0,[],0,[],0,[],0,[],00536,elissaslotkin,Tom Barrett,Democrat,Republican
76,2.53,18.03,1,[17.37],0,[],0,[],0,[],0,[],00537,aprilbecker,Susie Lee,Republican,Democrat
87,2.9,23.22,1,[22.07],0,[],0,[],0,[],0,[],00538,aprilbecker,Susie Lee,Republican,Democrat
63,2.1,25.71,2,"[0.48, 25.24]",0,[],0,[],0,[],0,[],00539,angiecraig,Tyler Kistner,Democrat,Republican
71,2.37,19.58,1,[18.31],0,[],0,[],0,[],0,[],00540,angiecraig,Tyler Kistner,Democrat,Republican
